Time,Date,Computer Name,User Agent String,IP Address,Source IP,URL,Action,Bytes Sent,Bytes Received
13:15:14,10/18/2024,Workstation-005,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,79.191.45.106,10.10.10.44,http://vega.org/,Allowed,22609,13987
13:01:05,10/19/2024,Workstation-004,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,43.137.180.244,10.10.10.193,https://www.morrison.com/,Allowed,72003,78081
13:32:55,10/19/2024,Workstation-007,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,153.144.215.54,10.10.10.107,http://www.williams.biz/,Blocked,90964,87975
13:43:45,10/18/2024,Workstation-007,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,51.54.60.180,10.10.10.135,https://www.lee.com/,Allowed,63008,20066
13:03:36,10/20/2024,Workstation-001,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",5.154.131.234,10.10.10.149,https://sherman.com/,Allowed,30935,48044
13:26:14,10/20/2024,Workstation-004,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,14.14.85.214,10.10.10.199,https://castro-thornton.com/,Allowed,37352,45859
13:59:14,10/18/2024,Workstation-007,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",114.236.41.105,10.10.10.148,https://grant-bradshaw.com/,Blocked,28690,16518
13:18:55,10/20/2024,Workstation-006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",160.45.207.82,10.10.10.51,http://mcdonald-poole.com/,Allowed,73545,53845
13:40:21,10/20/2024,Workstation-004,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",10.34.144.75,10.10.10.12,http://james-brown.com/,Blocked,24366,96911
13:10:10,10/19/2024,Workstation-006,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,65.38.206.188,10.10.10.233,https://www.stevens.org/,Allowed,67168,38211
13:40:46,10/20/2024,Workstation-010,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,44.230.98.73,10.10.10.220,http://jones.com/,Blocked,60475,77003
13:34:28,10/18/2024,Workstation-006,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,203.121.17.237,10.10.10.140,https://sanchez.biz/,Blocked,14693,3474
13:14:59,10/19/2024,Workstation-007,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,173.250.139.136,10.10.10.196,http://www.hensley-chan.net/,Blocked,91623,23801
13:23:37,10/19/2024,Workstation-004,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",48.105.227.192,10.10.10.18,https://www.bradley.com/,Allowed,74822,5907
13:10:19,10/19/2024,Workstation-007,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",119.55.139.40,10.10.10.176,https://www.nicholson-rush.info/,Allowed,21625,58504
13:11:55,10/20/2024,Workstation-007,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",31.172.63.84,10.10.10.48,https://spencer-gordon.biz/,Blocked,73987,1592
13:37:37,10/20/2024,Workstation-004,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,75.174.235.236,10.10.10.185,https://watson.biz/,Blocked,4883,18608
13:17:20,10/18/2024,Workstation-007,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,51.40.69.180,10.10.10.250,http://www.lawrence-vega.com/,Allowed,91233,26413
13:22:42,10/18/2024,Workstation-010,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",203.6.8.203,10.10.10.68,https://gay.com/,Blocked,75679,47947
13:54:15,10/18/2024,Workstation-008,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,167.153.190.184,10.10.10.162,http://www.garcia.net/,Blocked,33059,80862
13:15:12,10/20/2024,Workstation-005,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,12.107.2.95,10.10.10.121,https://bell-mcmillan.net/,Blocked,80829,50634
13:54:00,10/18/2024,Workstation-001,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,37.37.8.201,10.10.10.36,https://smith-jackson.com/,Allowed,80496,92091
13:25:02,10/18/2024,Workstation-005,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",124.186.2.77,10.10.10.91,https://rodriguez-walker.com/,Allowed,50655,54983
13:59:29,10/19/2024,Workstation-010,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,146.28.233.222,10.10.10.232,https://www.walker-burton.com/,Allowed,49948,39487
13:49:25,10/19/2024,Workstation-002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",145.72.227.240,10.10.10.117,https://www.stein.com/,Blocked,12737,12190
13:34:37,10/19/2024,Workstation-010,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",136.200.68.127,10.10.10.106,https://douglas.com/,Blocked,78210,17389
13:12:21,10/18/2024,Workstation-008,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,56.159.107.118,10.10.10.99,https://www.ruiz-sanchez.org/,Allowed,35025,13803
13:58:42,10/20/2024,Workstation-009,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",62.130.3.114,10.10.10.136,https://www.gonzalez.net/,Allowed,3959,70826
13:28:52,10/20/2024,Workstation-004,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,53.180.196.28,10.10.10.50,https://www.johnson.com/,Allowed,7933,65849
13:57:22,10/20/2024,Workstation-005,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",43.175.128.71,10.10.10.95,https://www.villegas.biz/,Allowed,11674,49207
13:31:38,10/18/2024,Workstation-003,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",144.248.52.233,10.10.10.30,https://green-johnson.com/,Blocked,52675,68224
13:42:19,10/20/2024,Workstation-005,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,214.243.143.1,10.10.10.145,http://www.higgins.com/,Blocked,26645,66202
13:47:05,10/19/2024,Workstation-004,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,122.228.52.115,10.10.10.254,http://johnson.biz/,Allowed,18638,88262
13:25:46,10/19/2024,Workstation-005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",183.247.234.138,10.10.10.196,https://www.harding.com/,Blocked,95869,15221
13:08:42,10/18/2024,Workstation-008,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",135.148.175.18,10.10.10.111,http://www.rivera-howard.net/,Allowed,56103,73005
13:56:02,10/19/2024,Workstation-008,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",222.21.63.123,10.10.10.12,http://www.carlson.com/,Allowed,73033,85216
13:22:20,10/20/2024,Workstation-005,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",163.55.241.157,10.10.10.107,http://mckee-castillo.net/,Blocked,13220,13893
13:19:06,10/19/2024,Workstation-001,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,117.211.17.224,10.10.10.153,http://grimes-wilson.info/,Allowed,59919,59648
13:33:56,10/18/2024,Workstation-009,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,180.151.76.95,10.10.10.113,http://www.sanchez-hobbs.com/,Allowed,88847,70630
13:15:30,10/19/2024,Workstation-001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",98.96.178.122,10.10.10.154,http://www.murphy.biz/,Allowed,80292,72532
13:07:18,10/20/2024,Workstation-007,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,3.84.58.173,10.10.10.202,http://dean.info/,Blocked,76633,71105
13:42:17,10/19/2024,Workstation-005,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",26.92.91.216,10.10.10.46,https://www.baker-ford.com/,Allowed,26859,7740
13:43:49,10/20/2024,Workstation-008,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",17.124.44.45,10.10.10.43,http://www.fleming-nicholson.com/,Allowed,93132,9205
13:36:16,10/19/2024,Workstation-004,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",179.234.20.89,10.10.10.147,https://rowland.com/,Allowed,45889,72027
13:18:57,10/19/2024,Workstation-006,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,193.186.134.247,10.10.10.202,http://johnson-reyes.com/,Allowed,54136,90969
13:00:41,10/19/2024,Workstation-002,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",108.38.254.176,10.10.10.110,http://hunt.biz/,Blocked,49197,30447
13:21:50,10/19/2024,Workstation-001,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",15.48.251.231,10.10.10.216,http://griffin-woods.com/,Allowed,94550,40733
13:26:04,10/18/2024,Workstation-002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",190.118.198.68,10.10.10.143,http://vega.net/,Allowed,37171,1248
13:38:17,10/19/2024,Workstation-010,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",175.91.139.11,10.10.10.213,http://www.rogers.com/,Blocked,67355,97851
13:29:55,10/20/2024,Workstation-001,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",111.106.54.121,10.10.10.163,https://www.riley.org/,Blocked,67545,3231
13:43:17,10/18/2024,Workstation-002,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",139.195.91.8,10.10.10.146,https://fuller.com/,Allowed,22362,68476
13:06:37,10/19/2024,Workstation-003,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,122.20.100.155,10.10.10.208,http://wood.com/,Allowed,5236,12948
13:36:38,10/19/2024,Workstation-002,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,91.170.139.47,10.10.10.43,https://raymond.org/,Blocked,74333,67860
13:39:46,10/18/2024,Workstation-009,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,92.195.11.83,10.10.10.241,http://www.willis.com/,Allowed,46627,80742
13:47:42,10/20/2024,Workstation-009,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",15.227.2.5,10.10.10.158,https://peterson.com/,Blocked,56399,46654
13:41:07,10/20/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,69.172.12.134,10.10.10.21,http://www.sanchez.com/,Allowed,49159,82084
13:02:09,10/19/2024,Workstation-002,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",109.247.238.226,10.10.10.172,https://www.bean.com/,Blocked,37915,63505
13:21:06,10/18/2024,Workstation-004,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,64.7.70.185,10.10.10.170,http://harris.com/,Blocked,55360,17127
13:26:03,10/20/2024,Workstation-001,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",158.40.148.245,10.10.10.75,http://cruz.info/,Blocked,40820,73828
13:58:35,10/19/2024,Workstation-006,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",63.45.166.91,10.10.10.219,https://liu.info/,Allowed,6421,53748
13:02:03,10/19/2024,Workstation-008,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",56.126.27.67,10.10.10.4,http://wright.net/,Blocked,37761,19533
13:30:08,10/18/2024,Workstation-004,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",5.191.254.153,10.10.10.177,https://garcia.com/,Allowed,35262,39435
13:14:11,10/20/2024,Workstation-006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",181.245.13.247,10.10.10.160,http://www.ramirez.net/,Allowed,57695,69687
13:59:50,10/18/2024,Workstation-009,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,130.66.145.99,10.10.10.100,https://www.townsend.net/,Allowed,29379,27452
13:06:26,10/19/2024,Workstation-002,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",137.225.147.254,10.10.10.151,https://barnes.com/,Blocked,31806,83880
13:05:21,10/19/2024,Workstation-006,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,81.195.23.59,10.10.10.124,http://www.pacheco.org/,Allowed,23793,44058
13:26:36,10/19/2024,Workstation-006,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",157.141.253.155,10.10.10.120,https://www.byrd.com/,Blocked,33458,16741
13:35:07,10/20/2024,Workstation-004,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",96.224.31.134,10.10.10.39,https://curry-collins.com/,Blocked,10926,79837
13:55:07,10/19/2024,Workstation-009,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",200.49.35.144,10.10.10.165,https://parks.com/,Blocked,18580,50029
13:45:47,10/19/2024,Workstation-006,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",116.9.190.95,10.10.10.21,http://www.haynes.com/,Blocked,80819,44038
13:34:54,10/19/2024,Workstation-002,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,145.60.25.248,10.10.10.172,https://owens-luna.com/,Blocked,66270,91507
13:28:31,10/19/2024,Workstation-001,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",103.5.209.215,10.10.10.138,http://solomon.net/,Allowed,85960,25793
13:20:30,10/19/2024,Workstation-007,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",208.201.224.3,10.10.10.123,http://www.wheeler-anderson.com/,Blocked,8810,32468
13:18:16,10/18/2024,Workstation-002,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,36.128.49.193,10.10.10.31,http://www.payne.com/,Allowed,80924,56312
13:21:21,10/19/2024,Workstation-004,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,59.82.238.133,10.10.10.247,https://pope.com/,Blocked,74134,64970
13:19:07,10/20/2024,Workstation-008,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",92.107.42.186,10.10.10.57,http://www.king-campos.com/,Blocked,88048,87229
13:41:21,10/20/2024,Workstation-004,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,45.8.25.213,10.10.10.206,http://www.ward.net/,Blocked,29329,66682
13:45:43,10/18/2024,Workstation-007,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",81.103.55.90,10.10.10.110,http://meyer-fuller.com/,Allowed,38014,35677
13:04:42,10/19/2024,Workstation-006,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,203.227.106.63,10.10.10.214,https://huff.com/,Blocked,83850,81081
13:02:36,10/20/2024,Workstation-003,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",205.52.27.82,10.10.10.30,http://www.park.info/,Blocked,8655,22565
13:15:41,10/18/2024,Workstation-006,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,8.35.90.223,10.10.10.187,http://rogers.com/,Allowed,44589,73114
13:57:34,10/18/2024,Workstation-005,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",171.8.124.148,10.10.10.130,http://www.barton.com/,Blocked,48607,2522
13:07:53,10/20/2024,Workstation-007,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,21.174.147.100,10.10.10.182,http://www.henderson.biz/,Allowed,12979,44980
13:35:58,10/20/2024,Workstation-006,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",93.44.173.242,10.10.10.83,https://www.rogers.org/,Blocked,1316,43916
13:58:18,10/20/2024,Workstation-006,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",90.30.233.23,10.10.10.10,https://www.barry.com/,Blocked,67635,54083
13:46:18,10/20/2024,Workstation-005,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,27.38.250.135,10.10.10.211,http://haynes.net/,Blocked,72142,8443
13:56:02,10/20/2024,Workstation-003,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,215.230.73.106,10.10.10.158,https://rose-johnson.com/,Allowed,71738,12601
13:27:00,10/20/2024,Workstation-009,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,188.78.245.160,10.10.10.184,https://www.dixon-dunn.org/,Allowed,3435,29923
13:12:37,10/19/2024,Workstation-008,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",201.6.135.80,10.10.10.156,http://barnett.info/,Blocked,12020,45796
13:21:00,10/20/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,214.251.235.34,10.10.10.121,https://www.miller-turner.com/,Allowed,88228,26500
13:11:44,10/18/2024,Workstation-009,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",153.146.80.185,10.10.10.12,http://morgan.com/,Allowed,14687,38962
13:36:11,10/19/2024,Workstation-002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",209.104.74.57,10.10.10.147,http://www.duarte-harmon.com/,Allowed,21269,58430
13:18:08,10/18/2024,Workstation-010,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,79.94.231.135,10.10.10.73,https://allen.com/,Blocked,23946,83886
13:22:37,10/20/2024,Workstation-001,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",73.160.144.235,10.10.10.9,http://pearson-young.com/,Blocked,43439,95353
13:38:57,10/18/2024,Workstation-009,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",26.3.165.83,10.10.10.226,https://www.lang-small.com/,Allowed,26011,54758
13:15:13,10/18/2024,Workstation-008,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",142.145.127.45,10.10.10.136,https://www.anderson.com/,Allowed,48540,19118
13:28:25,10/18/2024,Workstation-010,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",216.129.49.112,10.10.10.29,http://www.gardner-moore.com/,Blocked,51037,98477
13:47:03,10/19/2024,Workstation-008,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",182.64.245.144,10.10.10.144,http://www.munoz-graves.com/,Allowed,1331,94669
13:24:19,10/19/2024,Workstation-002,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,153.194.56.190,10.10.10.196,https://olson.com/,Blocked,97693,91574
13:12:08,10/19/2024,Workstation-001,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",102.188.149.214,10.10.10.51,https://www.holland.com/,Blocked,84248,94334
13:19:02,10/18/2024,Workstation-009,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,50.247.244.14,10.10.10.228,http://www.lopez.org/,Allowed,59524,24503
13:26:57,10/19/2024,Workstation-009,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",15.77.224.122,10.10.10.111,https://king.com/,Blocked,26665,92001
13:27:39,10/20/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,52.85.244.43,10.10.10.247,http://butler-thomas.org/,Blocked,24681,79169
13:29:52,10/19/2024,Workstation-006,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",15.81.244.167,10.10.10.61,https://cross.com/,Allowed,49653,79247
13:56:39,10/18/2024,Workstation-008,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,105.81.177.72,10.10.10.135,https://www.pearson.com/,Allowed,29967,99769
13:00:20,10/20/2024,Workstation-001,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,204.33.10.80,10.10.10.14,http://www.frank.net/,Allowed,63584,18752
13:23:10,10/18/2024,Workstation-001,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:88.0) Gecko/20100101 Firefox/88.0,14.30.66.0,10.10.10.54,https://parker-hines.com/,Blocked,11656,96537
13:13:20,10/19/2024,Workstation-003,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.3",80.28.47.66,10.10.10.143,http://pitts-johnston.com/,Blocked,93625,17464
13:47:21,10/19/2024,Workstation-006,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",90.187.111.129,10.10.10.210,http://www.jones.com/,Blocked,56653,70243
